code,open_date,close_date,quantity,buy_price,sell_price,gross_pnl,gross_return,holding_days
300854.XSHE,2024-02-06,2024-03-06,1900,9.330000,11.100000,3363.000000,0.189711,29
301040.XSHE,2024-02-06,2024-03-06,1800,9.510000,11.980000,4446.000000,0.259727,29
300836.XSHE,2024-02-06,2024-03-06,1200,14.350000,19.330000,5976.000000,0.347038,29
300069.XSHE,2024-02-06,2024-03-06,2100,8.550000,9.800000,2625.000000,0.146199,29
300069.XSHE,2024-02-19,2024-03-06,100,8.130000,9.800000,167.000000,0.205412,16
002193.XSHE,2024-02-19,2024-03-07,800,3.330000,4.340000,808.000000,0.303303,17
000668.XSHE,2024-02-19,2024-03-11,2700,5.580000,8.060000,6696.000000,0.444444,21
300995.XSHE,2024-02-19,2024-03-11,1600,10.950000,14.800000,6160.000000,0.351598,21
300716.XSHE,2024-02-19,2024-03-11,2500,5.530000,9.200000,9175.000000,0.663653,21
300716.XSHE,2024-02-22,2024-03-11,100,7.510000,9.200000,169.000000,0.225033,18
