date,signals_count,buy_count,sell_count,skip_count,executable_count,rejected_count,risk_status,cumulative_drawdown,rolling_20d_return,rolling_20d_winrate,consecutive_losses,rejection_rate,action_tomorrow
2025-06-13,0,0,0,0,0,0,WARNING,-0.13926116189212862,0.03743482495540862,0.6,1,0.0,warn
2025-06-16,15,8,3,4,6,9,WARNING,-0.12847125007542182,0.03856536949199496,0.6,0,0.3333,warn
2025-06-17,0,0,0,0,0,0,WARNING,-0.13209294121421145,0.015596978994079302,0.55,1,0.0,warn
2025-06-18,0,0,0,0,0,0,WARNING,-0.1398934568694491,0.019269934682824452,0.5,2,0.0,warn
2025-06-19,15,9,3,3,7,8,HALTED,-0.16258977857040996,0.005891905788608431,0.5,3,0.25,halt
2025-06-20,0,0,0,0,0,0,HALTED,-0.16705258827985892,0.012732006207354596,0.5,4,0.0,halt
2025-06-23,0,0,0,0,0,0,WARNING,-0.14612632516860016,0.025803542871860152,0.55,0,0.0,warn
2025-06-24,13,4,6,3,8,5,HALTED,-0.11625561866232688,0.05208776212607935,0.55,0,0.4286,halt
2025-06-25,0,0,0,0,0,0,WARNING,-0.11458792348946921,0.060730721154934386,0.55,0,0.0,warn
2025-06-26,1,0,1,0,1,0,WARNING,-0.10222871375694345,0.05499015520016348,0.6,0,0.0,warn
2025-06-27,13,7,3,3,7,6,WARNING,-0.09328761223595503,0.0706566219274889,0.6,0,0.3,warn
2025-06-30,0,0,0,0,0,0,NORMAL,-0.08403651207074103,0.07431651030214792,0.65,0,0.0,continue
2025-07-01,0,0,0,0,0,0,NORMAL,-0.048502424832486714,0.10574211666713773,0.65,0,0.0,continue
2025-07-02,15,8,3,4,3,12,WARNING,-0.05343589970789348,0.10088589605271614,0.6,1,0.3333,warn
2025-07-03,0,0,0,0,0,0,NORMAL,-0.06376014157112074,0.07723567476545812,0.6,2,0.0,continue
2025-07-04,0,0,0,0,0,0,WARNING,-0.07753360867967134,0.045588306112184895,0.55,3,0.0,warn
2025-07-07,13,4,8,1,10,3,NORMAL,-0.05913366154352418,0.07523537935847502,0.55,0,0.2,continue
2025-07-08,0,0,0,0,0,0,NORMAL,-0.05555105773397341,0.07741052839278395,0.6,0,0.0,continue
2025-07-09,0,0,0,0,0,0,NORMAL,-0.05709482199090308,0.07060533284161963,0.55,1,0.0,continue
2025-07-10,15,7,5,3,8,7,WARNING,-0.051459921287344584,0.10200683031544622,0.55,0,0.3,warn
2025-07-11,0,0,0,0,0,0,NORMAL,-0.05968798934013353,0.07892253782934966,0.55,1,0.0,continue
2025-07-14,0,0,0,0,0,0,NORMAL,-0.04839323317414578,0.09643856124083428,0.55,0,0.0,continue
2025-07-15,16,5,6,5,9,7,HALTED,-0.06794244689759908,0.08365360145961476,0.55,1,0.5,halt
2025-07-16,0,0,0,0,0,0,NORMAL,-0.05900015515817261,0.12370236326396133,0.6,0,0.0,continue
2025-07-17,0,0,0,0,0,0,NORMAL,-0.05583454460983846,0.13352348792385493,0.65,0,0.0,continue
2025-07-18,19,3,5,11,6,13,HALTED,-0.053304158736037915,0.108707141546307,0.7,0,0.7857,halt
2025-07-21,0,0,0,0,0,0,NORMAL,-0.02605149097626352,0.10207038323630013,0.7,0,0.0,continue
2025-07-22,0,0,0,0,0,0,NORMAL,-0.024076839857676873,0.10222481264147953,0.7,0,0.0,continue
2025-07-23,16,8,4,4,5,11,WARNING,-0.03206593613041147,0.0781521738349924,0.65,1,0.3333,warn
2025-07-24,0,0,0,0,0,0,NORMAL,-0.022229081770631976,0.07836942720122475,0.65,0,0.0,continue
2025-07-25,0,0,0,0,0,0,NORMAL,-0.010180736716759196,0.08063178972444573,0.65,0,0.0,continue
2025-07-28,12,4,7,1,9,3,NORMAL,-0.006071659927001974,0.04459366583043023,0.65,0,0.2,continue
2025-07-29,0,0,0,0,0,0,NORMAL,0.0,0.05964457769281295,0.65,0,0.0,continue
2025-07-30,1,0,1,0,1,0,NORMAL,0.0,0.07641747821333489,0.7,0,0.0,continue
2025-07-31,15,10,3,2,5,10,NORMAL,-0.016166087541710297,0.07482832660234218,0.7,1,0.1667,continue
2025-08-01,0,0,0,0,0,0,NORMAL,-0.006417996296061653,0.06424998581179686,0.75,0,0.0,continue
2025-08-04,1,0,1,0,1,0,NORMAL,0.0,0.07407480852443493,0.75,0,0.0,continue
2025-08-05,14,6,7,1,11,3,NORMAL,0.0,0.08823930868071428,0.75,0,0.1429,continue
2025-08-06,0,0,0,0,0,0,NORMAL,0.0,0.08958369712066427,0.8,0,0.0,continue
2025-08-07,1,0,1,0,1,0,NORMAL,-0.003458102098679543,0.09531708400399985,0.75,1,0.0,continue
2025-08-08,14,6,6,2,8,6,NORMAL,0.0,0.08888778330072866,0.8,0,0.25,continue
2025-08-11,0,0,0,0,0,0,NORMAL,0.0,0.12655585362731703,0.8,0,0.0,continue
2025-08-12,0,0,0,0,0,0,NORMAL,-0.003994066784593288,0.11139344867366274,0.8,1,0.0,continue
2025-08-13,14,6,6,2,9,5,NORMAL,-0.013343966476867211,0.09726904635906286,0.75,2,0.25,continue
2025-08-14,0,0,0,0,0,0,WARNING,-0.04215623873972738,0.06237945710149684,0.7,3,0.0,warn
2025-08-15,0,0,0,0,0,0,WARNING,-0.04266098829009274,0.03210817617562167,0.65,4,0.0,warn
2025-08-18,16,9,5,2,11,5,NORMAL,-0.030059010709229568,0.04357855727297877,0.65,0,0.1818,continue
2025-08-19,0,0,0,0,0,0,NORMAL,-0.00043792183901183253,0.084324962917947,0.65,0,0.0,continue
2025-08-20,0,0,0,0,0,0,NORMAL,0.0,0.07789598768574502,0.7,0,0.0,continue
2025-08-21,17,5,6,6,9,8,HALTED,0.0,0.07552945076372408,0.7,0,0.5455,halt
2025-08-22,0,0,0,0,0,0,NORMAL,-0.011225675222585548,0.05905939032414853,0.65,1,0.0,continue
2025-08-25,0,0,0,0,0,0,NORMAL,-0.012945159496117662,0.04763317297119496,0.6,2,0.0,continue
2025-08-26,18,10,3,5,8,10,WARNING,0.0,0.05974214724722193,0.6,0,0.3333,warn
2025-08-27,0,0,0,0,0,0,NORMAL,-0.0377154170704952,0.03653016760574901,0.55,1,0.0,continue
2025-08-28,0,0,0,0,0,0,NORMAL,-0.047999358454402015,0.015391986057834872,0.55,2,0.0,continue
2025-08-29,18,8,5,5,9,9,WARNING,-0.056931250087816784,-0.007116226414700777,0.5,3,0.3846,warn
2025-09-01,0,0,0,0,0,0,WARNING,-0.042433492818839326,-0.003345591982388374,0.5,0,0.0,warn
2025-09-02,0,0,0,0,0,0,WARNING,-0.045748727882183524,-0.013914575139015395,0.45,1,0.0,warn
2025-09-03,21,7,4,10,7,14,HALTED,-0.0754638286480665,-0.04130571924779636,0.4,2,0.5882,halt
2025-09-04,0,0,0,0,0,0,WARNING,-0.06181157513654581,-0.033019986110417454,0.45,0,0.0,warn
2025-09-05,0,0,0,0,0,0,WARNING,-0.04661540349083234,-0.030292517801551733,0.45,0,0.0,warn
2025-09-08,15,10,5,0,13,2,WARNING,-0.028263898376064973,-0.007663357977423124,0.45,0,0.0,warn
2025-09-09,0,0,0,0,0,0,WARNING,-0.03153993273181142,-0.0016368152278821713,0.45,1,0.0,warn
2025-09-10,0,0,0,0,0,0,NORMAL,-0.025813767423976425,0.034474830750196084,0.5,0,0.0,continue
2025-09-11,14,4,7,3,9,5,HALTED,-0.022064743574715894,0.03900338489047561,0.55,0,0.4286,halt
2025-09-12,0,0,0,0,0,0,NORMAL,-0.032791340736452325,0.014255751039830677,0.55,1,0.0,continue
2025-09-15,0,0,0,0,0,0,WARNING,-0.02411731690815824,-0.006974374153122631,0.55,0,0.0,warn
2025-09-16,13,10,2,1,6,7,NORMAL,0.0,0.015240710038417538,0.55,0,0.0909,continue
2025-09-17,0,0,0,0,0,0,WARNING,-0.008712212095816995,-0.0036669361589726224,0.5,1,0.0,warn
2025-09-18,0,0,0,0,0,0,WARNING,-0.03648128445201442,-0.02058272221134383,0.45,2,0.0,warn
2025-09-19,15,8,5,2,6,9,WARNING,-0.046262269529900674,-0.028836239252776563,0.45,3,0.2,warn
2025-09-22,0,0,0,0,0,0,HALTED,-0.05587613896435713,-0.05410289822010428,0.45,4,0.0,halt
2025-09-23,0,0,0,0,0,0,HALTED,-0.07111368053828292,-0.032894262498648574,0.4,5,0.0,halt
2025-09-24,12,6,4,2,6,6,WARNING,-0.04763535359505347,0.0022612624844546847,0.45,0,0.25,warn
2025-09-25,0,0,0,0,0,0,WARNING,-0.05877085635310866,-7.613690977725796e-05,0.45,1,0.0,warn
2025-09-26,0,0,0,0,0,0,WARNING,-0.05389977723419727,-0.0101187036330187,0.5,0,0.0,warn
2025-09-29,19,0,0,19,0,19,HALTED,-0.02222257086613773,0.02657853982548919,0.5,0,1.0,halt
2025-09-30,0,0,0,0,0,0,NORMAL,0.0,0.08931168756539298,0.55,0,0.0,continue
2025-10-09,0,0,0,0,0,0,NORMAL,0.0,0.09398661387434437,0.6,0,0.0,continue
2025-10-10,20,3,2,15,2,18,HALTED,0.0,0.12292248372491188,0.6,0,0.8333,halt
2025-10-13,0,0,0,0,0,0,NORMAL,-0.010666722461896788,0.0899640854796726,0.55,1,0.0,continue
2025-10-14,0,0,0,0,0,0,NORMAL,-0.01094401900928023,0.09334459913807192,0.5,2,0.0,continue
2025-10-15,11,9,2,0,3,8,WARNING,-0.011159019830116069,0.0866817592932767,0.5,3,0.0,warn
2025-10-16,0,0,0,0,0,0,WARNING,-0.02276958747856398,0.06980538389507251,0.45,4,0.0,warn
2025-10-17,0,0,0,0,0,0,HALTED,-0.03250955782183191,0.07088889691313804,0.4,5,0.0,halt
2025-10-20,16,6,5,5,8,8,HALTED,-0.013262132275017255,0.08248551141228022,0.45,0,0.4545,halt
2025-10-21,0,0,0,0,0,0,WARNING,0.0,0.08094295050930622,0.45,0,0.0,warn
2025-10-22,0,0,0,0,0,0,WARNING,0.0,0.09965744097702145,0.45,0,0.0,warn
2025-10-23,14,6,5,3,8,6,WARNING,-0.0012735356605313806,0.1299092821223764,0.45,1,0.3333,warn
2025-10-24,0,0,0,0,0,0,NORMAL,0.0,0.15150366519239022,0.5,0,0.0,continue
2025-10-27,0,0,0,0,0,0,NORMAL,0.0,0.17479310094339673,0.55,0,0.0,continue
2025-10-28,17,9,3,5,6,11,WARNING,0.0,0.21982468629711538,0.6,0,0.3571,warn
2025-10-29,1,0,1,0,1,0,NORMAL,-0.023608319494899475,0.16166469329398736,0.6,1,0.0,continue
2025-10-30,0,0,0,0,0,0,NORMAL,-0.025220541203491282,0.1734672886291566,0.55,2,0.0,continue
2025-10-31,13,10,3,0,8,5,NORMAL,-0.009729903549063413,0.18597765023457535,0.6,0,0.0,continue
2025-11-03,0,0,0,0,0,0,NORMAL,0.0,0.16117538601224068,0.6,0,0.0,continue
2025-11-04,0,0,0,0,0,0,NORMAL,0.0,0.1330041461811431,0.6,0,0.0,continue
2025-11-05,17,7,6,4,9,8,WARNING,0.0,0.12998495536306365,0.6,0,0.3636,warn
2025-11-06,0,0,0,0,0,0,NORMAL,0.0,0.0880658101066778,0.6,0,0.0,continue
2025-11-07,0,0,0,0,0,0,NORMAL,0.0,0.10545476141187748,0.6,0,0.0,continue
2025-11-10,14,8,5,1,12,2,NORMAL,0.0,0.11735778747934145,0.65,0,0.1111,continue
2025-11-11,0,0,0,0,0,0,NORMAL,0.0,0.12957613471925988,0.7,0,0.0,continue
2025-11-12,0,0,0,0,0,0,NORMAL,0.0,0.1436021356748547,0.75,0,0.0,continue
2025-11-13,14,8,6,0,8,6,NORMAL,0.0,0.16335803156622153,0.8,0,0.0,continue
2025-11-14,0,0,0,0,0,0,NORMAL,0.0,0.14954480663484726,0.85,0,0.0,continue
2025-11-17,0,0,0,0,0,0,NORMAL,0.0,0.13265076714605728,0.85,0,0.0,continue
2025-11-18,13,8,4,1,10,3,NORMAL,-0.00985195010550123,0.11209467251771521,0.8,1,0.1111,continue
2025-11-19,0,0,0,0,0,0,NORMAL,-0.03737121963579822,0.0825648149600875,0.75,2,0.0,continue
2025-11-20,0,0,0,0,0,0,WARNING,-0.049942750487511865,0.059142230413283814,0.75,3,0.0,warn
2025-11-21,18,3,9,6,10,8,HALTED,-0.10322983814632342,-0.010103963374287317,0.7,4,0.6667,halt
2025-11-24,0,0,0,0,0,0,WARNING,-0.07729751174486749,-0.00298772804613634,0.7,0,0.0,warn
2025-11-25,0,0,0,0,0,0,NORMAL,-0.05674431803408776,0.04386460485797361,0.7,0,0.0,continue
2025-11-26,12,6,6,0,8,4,NORMAL,-0.0718223769490555,0.028877185825801455,0.7,1,0.0,continue
2025-11-27,0,0,0,0,0,0,NORMAL,-0.06253085851391861,0.022921080070847477,0.75,0,0.0,continue
2025-11-28,0,0,0,0,0,0,NORMAL,-0.04194351494654587,0.03312312525045358,0.75,0,0.0,continue
2025-12-01,15,3,6,6,8,7,HALTED,-0.03716532286792437,0.03504175882746208,0.75,0,0.6667,halt
2025-12-02,0,0,0,0,0,0,NORMAL,-0.0394175872194161,0.015952981695598778,0.7,1,0.0,continue
2025-12-03,0,0,0,0,0,0,WARNING,-0.05503580848613933,-0.004924582754700535,0.65,2,0.0,warn
2025-12-04,16,4,3,9,4,12,HALTED,-0.07696526828499951,-0.032991569352080585,0.6,3,0.6923,halt
2025-12-05,0,0,0,0,0,0,WARNING,-0.05732408078580014,-0.022661315896795542,0.6,0,0.0,warn
2025-12-08,0,0,0,0,0,0,WARNING,-0.045968864598619916,-0.02137480331616437,0.6,0,0.0,warn
2025-12-09,18,3,3,12,4,14,HALTED,-0.056943505026825735,-0.03314446444192021,0.55,1,0.8,halt
2025-12-10,0,0,0,0,0,0,HALTED,-0.07960175811719934,-0.06306057413319643,0.5,2,0.0,halt
2025-12-11,0,0,0,0,0,0,HALTED,-0.11156171096641458,-0.10258075723374316,0.45,3,0.0,halt
2025-12-12,18,7,3,8,7,11,HALTED,-0.13398318747552498,-0.13398318747552496,0.4,4,0.5333,halt
2025-12-15,0,0,0,0,0,0,HALTED,-0.11912114160478995,-0.1103564174175079,0.4,0,0.0,halt
2025-12-16,0,0,0,0,0,0,HALTED,-0.13680348484537755,-0.10329242927056481,0.4,1,0.0,halt
2025-12-17,16,9,3,4,6,10,HALTED,-0.13248989131367658,-0.08688649117568747,0.45,0,0.3077,halt
2025-12-18,0,0,0,0,0,0,WARNING,-0.1142576151857588,-0.012297216732367944,0.5,0,0.0,warn
2025-12-19,0,0,0,0,0,0,WARNING,-0.08687112708544459,-0.010375625364012153,0.55,0,0.0,warn
2025-12-22,12,5,6,1,8,4,WARNING,-0.09224817331179772,-0.03763969404744383,0.5,1,0.1667,warn
2025-12-23,0,0,0,0,0,0,WARNING,-0.09757187435119251,-0.027741993302421775,0.45,2,0.0,warn
2025-12-24,0,0,0,0,0,0,WARNING,-0.08599224482068675,-0.02502630248668991,0.5,0,0.0,warn
2025-12-25,13,9,3,1,6,7,WARNING,-0.08274089283033882,-0.042583478657332696,0.5,0,0.1,warn
2025-12-26,0,0,0,0,0,0,HALTED,-0.09074468592773535,-0.05564752115015614,0.45,1,0.0,halt
2025-12-29,0,0,0,0,0,0,WARNING,-0.0802985771030251,-0.042558545044845686,0.45,0,0.0,warn
2025-12-30,13,7,3,3,5,8,WARNING,-0.08954743367072993,-0.0365216221889868,0.45,1,0.3,warn
2025-12-31,0,0,0,0,0,0,WARNING,-0.0896556102350929,-0.013748498852816371,0.45,2,0.0,warn
2026-01-05,13,1,12,0,12,1,WARNING,-0.0903074822119441,-0.034989120602166635,0.45,3,0.0,warn
2026-01-06,0,0,0,0,0,0,WARNING,-0.09036954586436088,-0.046540075704196715,0.4,4,0.0,warn
2026-01-07,0,0,0,0,0,0,WARNING,-0.09022768608740815,-0.03529394181366541,0.4,0,0.0,warn
2026-01-08,0,0,0,0,0,0,WARNING,-0.09019222114316996,-0.011506392063837856,0.45,0,0.0,warn
2026-01-09,0,0,0,0,0,0,NORMAL,-0.09013902372681261,0.02411274649464379,0.5,0,0.0,continue
2026-01-12,0,0,0,0,0,0,NORMAL,-0.09015675619893164,0.05060690582765637,0.5,1,0.0,continue
2026-01-13,0,0,0,0,0,0,NORMAL,-0.09005036136621708,0.033002018338292416,0.55,0,0.0,continue
2026-01-14,0,0,0,0,0,0,NORMAL,-0.0900148964219789,0.05420386621349782,0.55,0,0.0,continue
2026-01-15,0,0,0,0,0,0,NORMAL,-0.08984643793684728,0.04915614578993721,0.6,0,0.0,continue
2026-01-16,0,0,0,0,0,0,NORMAL,-0.08966024697959678,0.027770341159998324,0.6,0,0.0,continue
2026-01-19,0,0,0,0,0,0,WARNING,-0.089713444395954,-0.003112723072086432,0.55,1,0.0,warn
2026-01-20,0,0,0,0,0,0,NORMAL,-0.08974004310413272,0.0027630131209051,0.5,2,0.0,continue
2026-01-21,0,0,0,0,0,0,WARNING,-0.08984643793684728,0.008560722117111563,0.5,3,0.0,warn
2026-01-22,0,0,0,0,0,0,WARNING,-0.0897843742844305,-0.004148902941200738,0.55,0,0.0,warn
2026-01-23,0,0,0,0,0,0,WARNING,-0.08973117686807315,-0.007620839066186935,0.55,0,0.0,warn
2026-01-26,0,0,0,0,0,0,NORMAL,-0.08966911321565636,0.0011829160582650378,0.55,0,0.0,continue
2026-01-27,0,0,0,0,0,0,WARNING,-0.08962478203535845,-0.010140470265835533,0.6,0,0.0,warn
2026-01-28,0,0,0,0,0,0,WARNING,-0.08964251450747762,-0.00010443249902736262,0.55,1,0.0,warn
2026-01-29,0,0,0,0,0,0,NORMAL,-0.08965138074353707,4.646034625244155e-06,0.55,2,0.0,continue
2026-01-30,0,0,0,0,0,0,NORMAL,-0.0895804508550607,0.0007992056026262517,0.6,0,0.0,continue
2026-02-02,1,0,1,0,1,0,NORMAL,-0.08959818332717985,0.0008479955059486066,0.6,1,0.0,continue
2026-02-03,10,10,0,0,0,10,NORMAL,-0.08792844553256464,0.0025272703067378277,0.65,0,0.0,continue
2026-02-04,0,0,0,0,0,0,NORMAL,-0.0855701257258151,0.005080298855174137,0.65,0,0.0,continue
2026-02-05,0,0,0,0,0,0,NORMAL,-0.08502167761485854,0.005624316511424476,0.65,0,0.0,continue
2026-02-06,11,10,1,0,1,10,NORMAL,-0.08245085944166347,0.008469477363018063,0.65,0,0.0,continue
2026-02-09,0,0,0,0,0,0,NORMAL,-0.07579319288603592,0.01566808521577867,0.7,0,0.0,continue
2026-02-10,0,0,0,0,0,0,NORMAL,-0.0757014195654195,0.015729352931470375,0.7,0,0.0,continue
2026-02-11,11,10,1,0,1,10,NORMAL,-0.07811578826619994,0.012888648860590157,0.65,1,0.0,continue
2026-02-12,0,0,0,0,0,0,NORMAL,-0.08820371246668617,0.0015999900126058009,0.6,2,0.0,continue
2026-02-13,0,0,0,0,0,0,NORMAL,-0.08691280546528808,0.0030766563709243577,0.6,0,0.0,continue
2026-02-24,12,10,2,0,3,9,NORMAL,-0.0758142668120318,0.015298680543512022,0.65,0,0.0,continue
2026-02-25,0,0,0,0,0,0,NORMAL,-0.07777289895973305,0.01326538672193478,0.65,1,0.0,continue
2026-02-26,0,0,0,0,0,0,NORMAL,-0.08190679919840888,0.008654625193704746,0.65,2,0.0,continue
2026-02-27,15,9,1,5,1,14,WARNING,-0.08559330803426152,0.004545765743766417,0.6,3,0.3571,warn
2026-03-02,0,0,0,0,0,0,WARNING,-0.1206501508806417,-0.0340327216342432,0.55,4,0.0,warn
2026-03-03,0,0,0,0,0,0,HALTED,-0.1442786699793506,-0.0600344636645358,0.5,5,0.0,halt
2026-03-04,12,6,5,1,7,5,HALTED,-0.15064209698694728,-0.0670061854288676,0.45,6,0.1429,halt
2026-03-05,0,0,0,0,0,0,HALTED,-0.13588151083507555,-0.050782885933629895,0.5,0,0.0,halt
2026-03-06,0,0,0,0,0,0,WARNING,-0.10618251888468318,-0.01823562339496665,0.55,0,0.0,warn
2026-03-09,14,6,7,1,12,2,WARNING,-0.11321760852411851,-0.025943956574316696,0.5,1,0.1429,warn
2026-03-10,0,0,0,0,0,0,NORMAL,-0.08671123929517047,0.0013345512547038307,0.55,0,0.0,continue
2026-03-11,0,0,0,0,0,0,WARNING,-0.09537186917879704,-0.010718966788745732,0.5,1,0.0,warn
2026-03-12,12,7,4,1,6,6,WARNING,-0.11242357981503964,-0.029948143611479794,0.45,2,0.125,warn
2026-03-13,0,0,0,0,0,0,WARNING,-0.11150641223797009,-0.03166648140352035,0.45,0,0.0,warn
2026-03-16,0,0,0,0,0,0,WARNING,-0.11074613603104524,-0.03781939591438144,0.45,0,0.0,warn
2026-03-17,14,3,5,6,6,8,HALTED,-0.12618286035496773,-0.0546159453861903,0.4,1,0.6667,halt
2026-03-18,0,0,0,0,0,0,WARNING,-0.10964124959113315,-0.034196768882333806,0.4,0,0.0,warn
2026-03-19,0,0,0,0,0,0,HALTED,-0.13810808926234025,-0.05473193681305788,0.4,1,0.0,halt
2026-03-20,12,7,5,0,7,5,HALTED,-0.17631025409711978,-0.09790680360749837,0.4,2,0.0,halt
2026-03-23,0,0,0,0,0,0,HALTED,-0.22876535297127032,-0.1654982117410918,0.35,3,0.0,halt
2026-03-24,0,0,0,0,0,0,HALTED,-0.1756076720578552,-0.10608533731850334,0.35,0,0.0,halt
2026-03-25,14,5,6,3,9,5,HALTED,-0.15482638275834326,-0.07942503385959943,0.4,0,0.375,halt
2026-03-26,0,0,0,0,0,0,HALTED,-0.16882004656142732,-0.09101720192822493,0.4,1,0.0,halt
2026-03-27,0,0,0,0,0,0,HALTED,-0.15347127685469578,-0.03732430955315846,0.45,0,0.0,halt
2026-03-30,12,9,3,0,10,2,WARNING,-0.14150270166868675,0.0032440097182069305,0.5,0,0.0,warn
2026-03-31,0,0,0,0,0,0,HALTED,-0.15722528150338366,-0.007750777961896715,0.5,1,0.0,halt
2026-04-01,13,1,12,0,12,1,WARNING,-0.14027569095797243,-0.005085159243778503,0.55,0,0.0,warn
2026-04-02,0,0,0,0,0,0,WARNING,-0.14015054552076822,-0.038003314271387145,0.55,0,0.0,warn
2026-04-03,0,0,0,0,0,0,WARNING,-0.13981682435489032,-0.0299952007239368,0.55,0,0.0,warn
2026-04-07,0,0,0,0,0,0,HALTED,-0.13994196979209453,-0.05828466612886296,0.55,1,0.0,halt
2026-04-08,0,0,0,0,0,0,WARNING,-0.1401672315790621,-0.04951798520746942,0.5,2,0.0,warn
2026-04-09,0,0,0,0,0,0,WARNING,-0.14006711522929874,-0.031144963729994646,0.55,0,0.0,warn
2026-04-10,0,0,0,0,0,0,WARNING,-0.1400087140252701,-0.03207935564182596,0.6,0,0.0,warn
2026-04-13,0,0,0,0,0,0,WARNING,-0.1399586558503884,-0.0328505964415613,0.6,0,0.0,warn
2026-04-14,0,0,0,0,0,0,WARNING,-0.13990025464635977,-0.015698243567257575,0.6,0,0.0,warn
2026-04-15,0,0,0,0,0,0,WARNING,-0.13989191161721284,-0.033975812572390796,0.65,0,0.0,warn
2026-04-16,0,0,0,0,0,0,WARNING,-0.13995031282124146,-0.0021374183188753726,0.6,1,0.0,warn
2026-04-17,0,0,0,0,0,0,WARNING,-0.1398501964714781,0.0442643092341477,0.65,0,0.0,warn
2026-04-20,0,0,0,0,0,0,WARNING,-0.13984185344233116,0.11530018765563388,0.7,0,0.0,warn
2026-04-21,0,0,0,0,0,0,WARNING,-0.13981682435489032,0.04341482385250517,0.75,0,0.0,warn
2026-04-22,0,0,0,0,0,0,WARNING,-0.1398001382965964,0.01777888490034396,0.75,0,0.0,warn
2026-04-23,0,0,0,0,0,0,WARNING,-0.13978345223830252,0.03493418507388335,0.75,0,0.0,warn
2026-04-24,0,0,0,0,0,0,WARNING,-0.13969167891768608,0.01627776773576106,0.8,0,0.0,warn
2026-04-27,0,0,0,0,0,0,WARNING,-0.13970002194683304,0.0020998082642282867,0.75,1,0.0,warn
2026-04-28,0,0,0,0,0,0,WARNING,-0.13961659165536355,0.020893709150924034,0.75,0,0.0,warn
2026-04-29,0,0,0,0,0,0,WARNING,-0.13950813227645323,0.0008927962992864025,0.8,0,0.0,warn
2026-04-30,0,0,0,0,0,0,WARNING,-0.1394831031890124,0.0007762316162194249,0.8,0,0.0,warn
2026-05-06,1,0,1,0,1,0,WARNING,-0.1394997892473063,0.00036856697103648806,0.75,1,0.0,warn
2026-05-07,10,10,0,0,0,10,WARNING,-0.13888889214911207,0.0012244262665950245,0.75,0,0.0,warn
2026-05-08,0,0,0,0,0,0,WARNING,-0.13676601545303488,0.003955671673543604,0.8,0,0.0,warn
2026-05-11,0,0,0,0,0,0,WARNING,-0.13474650747401562,0.006187236061686141,0.85,0,0.0,warn
2026-05-12,12,10,2,0,2,10,WARNING,-0.1384074237144419,0.001861984344426526,0.8,1,0.0,warn
2026-05-13,0,0,0,0,0,0,WARNING,-0.1389837997619497,0.001133499098700419,0.75,2,0.0,warn
2026-05-14,0,0,0,0,0,0,WARNING,-0.13372620662299894,0.007178293048816453,0.75,0,0.0,warn
2026-05-15,12,10,2,0,2,10,WARNING,-0.1421280555395054,-0.0025998405927062374,0.7,1,0.0,warn
2026-05-18,0,0,0,0,0,0,WARNING,-0.13477388745738136,0.006018751522183008,0.7,0,0.0,warn
2026-05-19,0,0,0,0,0,0,WARNING,-0.13515674765086205,0.005456548151685281,0.7,1,0.0,warn
2026-05-20,13,10,3,0,3,10,WARNING,-0.14515836038667776,-0.00618084821450926,0.65,2,0.0,warn
2026-05-21,0,0,0,0,0,0,HALTED,-0.17118613669786573,-0.03646817704781247,0.6,3,0.0,halt
2026-05-22,0,0,0,0,0,0,WARNING,-0.14989819079305988,-0.011739193350330135,0.6,0,0.0,warn
2026-05-25,17,11,1,5,2,15,HALTED,-0.16673833847197234,-0.03133500082485863,0.55,1,0.3125,halt
2026-05-26,0,0,0,0,0,0,HALTED,-0.18219507263215634,-0.04940483855950473,0.5,2,0.0,halt
2026-05-27,0,0,0,0,0,0,HALTED,-0.2012866100585729,-0.07158734125637023,0.45,3,0.0,halt
2026-05-28,15,8,6,1,9,6,HALTED,-0.20194974795291806,-0.07244811521584604,0.45,4,0.1111,halt
